alert,cdi,code,detail,dmin,felt,gap,ids,mag,magType,mmi,net,nst,place,rms,sig,sources,status,time,title,tsunami,type,types,tz,updated,url
,,20266136,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20266136&format=geojson,,,,",ak20266136,",3.3,ml,,ak,,"260km SE of Kodiak, Alaska",0.8,168,",ak,",reviewed,1538120159117,"M 3.3 - 260km SE of Kodiak, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539039034745,https://earthquake.usgs.gov/earthquakes/eventpage/ak20266136
,,00658540,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658540&format=geojson,0.034,,84.62,",nn00658540,",-0.3,ml,,nn,16.0,"36km ENE of Beatty, Nevada",0.1689,0,",nn,",reviewed,1538120065322,"M -0.3 - 36km ENE of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538186632946,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658540
,,20266131,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20266131&format=geojson,,,,",ak20266131,",1.4,ml,,ak,,"87km NW of Arctic Village, Alaska",0.63,30,",ak,",reviewed,1538119927224,"M 1.4 - 87km NW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539042754099,https://earthquake.usgs.gov/earthquakes/eventpage/ak20266131
,,37372578,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372578&format=geojson,0.06948,,70.0,",ci37372578,",0.83,ml,,ci,29.0,"23km N of Yucca Valley, CA",0.12,11,",ci,",reviewed,1538119830730,"M 0.8 - 23km N of Yucca Valley, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538152908676,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372578
,,00658674,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658674&format=geojson,0.019,,97.07,",nn00658674,",0.3,ml,,nn,9.0,"34km ENE of Beatty, Nevada",0.1014,1,",nn,",reviewed,1538119811357,"M 0.3 - 34km ENE of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538186684939,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658674
,,20266126,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20266126&format=geojson,,,,",ak20266126,",1.3,ml,,ak,,"76km SSW of Kobuk, Alaska",0.68,26,",ak,",reviewed,1538119798111,"M 1.3 - 76km SSW of Kobuk, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539042753552,https://earthquake.usgs.gov/earthquakes/eventpage/ak20266126
,,00658673,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658673&format=geojson,0.02,,101.24,",nn00658673,",-0.3,ml,,nn,5.0,"34km ENE of Beatty, Nevada",0.0905,0,",nn,",reviewed,1538119782748,"M -0.3 - 34km ENE of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538186678058,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658673
,3.1,1000h3mz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h3mz&format=geojson,1.709,1.0,74.0,",us1000h3mz,",4.9,mb,,us,,"57km N of Palu, Indonesia",0.96,370,",us,",reviewed,1538119717550,"M 4.9 - 57km N of Palu, Indonesia",0,earthquake,",dyfi,geoserve,origin,phase-data,",480.0,1538121687788,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h3mz
,,1000h3ms,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h3ms&format=geojson,7.697,,106.0,",us1000h3ms,",4.9,mb,,us,,"199km SSW of Ust'-Kamchatsk Staryy, Russia",0.8,369,",us,",reviewed,1538119187750,"M 4.9 - 199km SSW of Ust'-Kamchatsk Staryy, Russia",0,earthquake,",geoserve,origin,phase-data,",720.0,1538120135040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h3ms
,,37372562,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372562&format=geojson,0.003303,,37.0,",ci37372562,",0.29,ml,,ci,28.0,"10km NE of Aguanga, CA",0.14,1,",ci,",reviewed,1538118743000,"M 0.3 - 10km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538149942357,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372562
,,37197188,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37197188&format=geojson,0.09239,,77.0,",ci37197188,",0.41,ml,,ci,22.0,"2km WNW of Cabazon, CA",0.13,3,",ci,",reviewed,1538118729050,"M 0.4 - 2km WNW of Cabazon, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538150436586,https://earthquake.usgs.gov/earthquakes/eventpage/ci37197188
,,00658669,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658669&format=geojson,0.079,,225.99,",nn00658669,",-0.1,ml,,nn,3.0,"17km WNW of Fernley, Nevada",0.0107,0,",nn,",reviewed,1538118688977,"M -0.1 - 17km WNW of Fernley, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538186676588,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658669
,,37372554,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372554&format=geojson,0.01226,,26.0,",ci37372554,",1.44,ml,,ci,74.0,"9km NE of Aguanga, CA",0.21,32,",ci,",reviewed,1538118489120,"M 1.4 - 9km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538149824460,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372554
,3.6,1000h3mg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h3mg&format=geojson,0.25,5.0,60.0,",us1000h3mg,",2.9,mb_lg,,us,,"13km SE of Blanchard, Oklahoma",0.32,131,",us,",reviewed,1538118428600,"M 2.9 - 13km SE of Blanchard, Oklahoma",0,earthquake,",dyfi,geoserve,origin,phase-data,",-360.0,1538149759677,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h3mg
green,,1000h3ml,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h3ml&format=geojson,7.754,,41.0,",us1000h3ml,",5.6,mb,0.0,us,,Indian Ocean Triple Junction,0.69,482,",us,",reviewed,1538118400070,M 5.6 - Indian Ocean Triple Junction,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",300.0,1538155765040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h3ml
,,2018271005,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018271005&format=geojson,0.0692,,189.0,",pr2018271005,",1.86,md,,pr,3.0,"1km SE of Lajas, Puerto Rico",0.07,53,",pr,",reviewed,1538118300450,"M 1.9 - 1km SE of Lajas, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1538135280418,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018271005
,,1000h3n0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h3n0&format=geojson,1.517,,72.0,",us1000h3n0,",5.4,mb,,us,,"77km NNE of Palu, Indonesia",0.59,449,",us,",reviewed,1538118198440,"M 5.4 - 77km NNE of Palu, Indonesia",1,earthquake,",geoserve,origin,phase-data,",480.0,1538120870040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h3n0
,,73090871,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73090871&format=geojson,0.00458,,109.0,",nc73090871,",0.57,md,,nc,6.0,"10km WNW of Cobb, CA",0.01,5,",nc,",automatic,1538118054240,"M 0.6 - 10km WNW of Cobb, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538119623799,https://earthquake.usgs.gov/earthquakes/eventpage/nc73090871
green,,1000h3mf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h3mf&format=geojson,1.812,,33.0,",us1000h3mf,",6.1,mww,6.71,us,,"55km NNW of Palu, Indonesia",1.17,572,",us,",reviewed,1538118001950,"M 6.1 - 55km NNW of Palu, Indonesia",1,earthquake,",geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",480.0,1538158590933,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h3mf
,,73090866,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73090866&format=geojson,0.004614,,85.0,",nc73090866,",0.55,md,,nc,7.0,"7km NW of The Geysers, CA",0.03,5,",nc,",automatic,1538117853640,"M 0.6 - 7km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538118963741,https://earthquake.usgs.gov/earthquakes/eventpage/nc73090866
,,70617462,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70617462&format=geojson,0.0341,,138.0,",hv70617462,",1.83,md,,hv,55.0,"4km ESE of Pahala, Hawaii",0.09,52,",hv,",reviewed,1538117457700,"M 1.8 - 4km ESE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538163439770,https://earthquake.usgs.gov/earthquakes/eventpage/hv70617462
,,73090861,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73090861&format=geojson,0.01879,,95.0,",nc73090861,",0.92,md,,nc,14.0,"11km WNW of The Geysers, CA",0.04,13,",nc,",automatic,1538117438800,"M 0.9 - 11km WNW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538118302673,https://earthquake.usgs.gov/earthquakes/eventpage/nc73090861
,,70617447,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70617447&format=geojson,0.01155,,201.0,",hv70617447,",1.81,md,,hv,8.0,"6km WSW of Volcano, Hawaii",0.08,50,",hv,",automatic,1538117347240,"M 1.8 - 6km WSW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538117511520,https://earthquake.usgs.gov/earthquakes/eventpage/hv70617447
,,70617452,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70617452&format=geojson,0.01305,,32.0,",hv70617452,",1.82,md,,hv,21.0,"5km WSW of Volcano, Hawaii",0.14,51,",hv,",automatic,1538117346640,"M 1.8 - 5km WSW of Volcano, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538117525800,https://earthquake.usgs.gov/earthquakes/eventpage/hv70617452
,,37372546,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372546&format=geojson,0.08374,,108.0,",ci37372546,",0.3,ml,,ci,14.0,"9km NE of Aguanga, CA",0.08,1,",ci,",reviewed,1538117064110,"M 0.3 - 9km NE of Aguanga, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538140705272,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372546
,,60298192,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60298192&format=geojson,0.06809,,71.0,",uu60298192,",1.35,ml,,uu,23.0,"10km W of Coalville, Utah",0.14,28,",uu,",reviewed,1538116847860,"M 1.4 - 10km W of Coalville, Utah",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538149300010,https://earthquake.usgs.gov/earthquakes/eventpage/uu60298192
,,70617422,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv70617422&format=geojson,0.02765,,144.0,",hv70617422,",1.74,md,,hv,47.0,"4km SE of Pahala, Hawaii",0.11,47,",hv,",reviewed,1538116641950,"M 1.7 - 4km SE of Pahala, Hawaii",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538166192060,https://earthquake.usgs.gov/earthquakes/eventpage/hv70617422
,,37197180,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37197180&format=geojson,0.00817,,229.0,",ci37197180,",1.06,ml,,ci,8.0,"17km SW of Thousand Oaks, CA",0.16,17,",ci,",reviewed,1538116525800,"M 1.1 - 17km SW of Thousand Oaks, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538148924433,https://earthquake.usgs.gov/earthquakes/eventpage/ci37197180
,,37372538,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372538&format=geojson,0.01216,,77.0,",ci37372538,",1.59,ml,,ci,27.0,"16km SW of Thousand Oaks, CA",0.17,39,",ci,",reviewed,1538116507360,"M 1.6 - 16km SW of Thousand Oaks, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538148703409,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372538
,,37372530,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372530&format=geojson,0.03808,,71.0,",ci37372530,",0.93,ml,,ci,40.0,"20km ESE of Anza, CA",0.2,13,",ci,",reviewed,1538116330600,"M 0.9 - 20km ESE of Anza, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538140783810,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372530
,,73090856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73090856&format=geojson,0.001663,,55.0,",nc73090856,",0.27,md,,nc,26.0,"7km NW of The Geysers, CA",0.04,1,",nc,",reviewed,1538116161500,"M 0.3 - 7km NW of The Geysers, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538177823781,https://earthquake.usgs.gov/earthquakes/eventpage/nc73090856
,,20266065,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20266065&format=geojson,,,,",ak20266065,",1.4,ml,,ak,,"13km ENE of Y, Alaska",0.82,30,",ak,",reviewed,1538116014710,"M 1.4 - 13km ENE of Y, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539039033010,https://earthquake.usgs.gov/earthquakes/eventpage/ak20266065
,,20266064,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20266064&format=geojson,,,,",ak20266064,",1.2,ml,,ak,,"137km E of Chitina, Alaska",0.53,22,",ak,",reviewed,1538115939141,"M 1.2 - 137km E of Chitina, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539039032451,https://earthquake.usgs.gov/earthquakes/eventpage/ak20266064
,,00658668,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658668&format=geojson,0.336,,95.81,",nn00658668,",0.9,ml,,nn,13.0,"30km E of Yerington, Nevada",0.1986,12,",nn,",reviewed,1538115919147,"M 0.9 - 30km E of Yerington, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538186675270,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658668
,,1000h3lv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h3lv&format=geojson,2.629,,269.0,",us1000h3lv,",3.2,ml,,us,,"266km W of Bandon, Oregon",0.69,158,",us,",reviewed,1538115862130,"M 3.2 - 266km W of Bandon, Oregon",0,earthquake,",geoserve,origin,phase-data,",-540.0,1538116283040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h3lv
,,37372522,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372522&format=geojson,0.01146,,26.0,",ci37372522,",2.02,ml,,ci,94.0,"9km NE of Aguanga, CA",0.21,63,",ci,",reviewed,1538115842360,"M 2.0 - 9km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538147642450,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372522
green,,1000h3lz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h3lz&format=geojson,7.772,,41.0,",us1000h3lz,",5.5,mb,0.0,us,,Indian Ocean Triple Junction,0.96,465,",us,",reviewed,1538115714840,M 5.5 - Indian Ocean Triple Junction,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",300.0,1538155507040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h3lz
,,20273704,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273704&format=geojson,,,,",ak20273704,",1.4,ml,,ak,,"69km NW of Talkeetna, Alaska",0.47,30,",ak,",reviewed,1538115647296,"M 1.4 - 69km NW of Talkeetna, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539039031942,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273704
,,00658629,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658629&format=geojson,0.08,,227.53,",nn00658629,",-0.3,ml,,nn,3.0,"17km WNW of Fernley, Nevada",0.0011,0,",nn,",reviewed,1538115253638,"M -0.3 - 17km WNW of Fernley, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538186665750,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658629
,,1000h3nn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h3nn&format=geojson,14.006,,79.0,",us1000h3nn,",4.9,mb,,us,,Indian Ocean Triple Junction,0.73,369,",us,",reviewed,1538114170310,M 4.9 - Indian Ocean Triple Junction,0,earthquake,",geoserve,origin,phase-data,",300.0,1538126221040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h3nn
,,2018271004,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018271004&format=geojson,0.1052,,230.0,",pr2018271004,",1.53,md,,pr,3.0,"3km ENE of San German, Puerto Rico",0.04,36,",pr,",reviewed,1538112937680,"M 1.5 - 3km ENE of San German, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1538124263155,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018271004
,,20273703,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20273703&format=geojson,,,,",ak20273703,",1.3,ml,,ak,,"103km NNW of Arctic Village, Alaska",0.89,26,",ak,",reviewed,1538112892178,"M 1.3 - 103km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539039031364,https://earthquake.usgs.gov/earthquakes/eventpage/ak20273703
,,2018271003,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018271003&format=geojson,0.0352,,276.0,",pr2018271003,",1.36,md,,pr,3.0,"5km E of Pole Ojea, Puerto Rico",0.26,28,",pr,",reviewed,1538112648480,"M 1.4 - 5km E of Pole Ojea, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1538124247203,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018271003
,,20266025,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20266025&format=geojson,,,,",ak20266025,",0.7,ml,,ak,,"54km NW of Ester, Alaska",0.8,8,",ak,",reviewed,1538112593530,"M 0.7 - 54km NW of Ester, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539039030822,https://earthquake.usgs.gov/earthquakes/eventpage/ak20266025
,,00658628,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658628&format=geojson,0.071,,293.64,",nn00658628,",-0.1,ml,,nn,3.0,"8km WNW of Fernley, Nevada",0.0852,0,",nn,",reviewed,1538112444275,"M -0.1 - 8km WNW of Fernley, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538186664413,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658628
,4.1,1000h3li,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h3li&format=geojson,0.215,2.0,58.0,",us1000h3li,",4.4,mb,,us,,"13km NW of Palmi, Italy",0.91,299,",us,",reviewed,1538112271270,"M 4.4 - 13km NW of Palmi, Italy",0,earthquake,",dyfi,geoserve,origin,phase-data,",60.0,1538132123882,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h3li
,,2018271002,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018271002&format=geojson,0.5902,,313.0,",pr2018271002,",3.05,md,,pr,7.0,"61km N of Isabela, Puerto Rico",0.37,143,",pr,",reviewed,1538112173150,"M 3.1 - 61km N of Isabela, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1538124235323,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018271002
,,60298187,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60298187&format=geojson,0.2069,,88.0,",uu60298187,",0.29,md,,uu,9.0,"22km NE of Beaver, Utah",0.09,1,",uu,",reviewed,1538112026180,"M 0.3 - 22km NE of Beaver, Utah",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538149794910,https://earthquake.usgs.gov/earthquakes/eventpage/uu60298187
,,60298182,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu60298182&format=geojson,0.1319,,90.0,",uu60298182,",0.73,md,,uu,9.0,"13km ESE of Centerville, Utah",0.15,8,",uu,",reviewed,1538111522360,"M 0.7 - 13km ESE of Centerville, Utah",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538150628440,https://earthquake.usgs.gov/earthquakes/eventpage/uu60298182
,,00658665,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00658665&format=geojson,0.018,,209.09,",nn00658665,",-0.4,ml,,nn,5.0,"55km ENE of Beatty, Nevada",0.1289,0,",nn,",reviewed,1538110339538,"M -0.4 - 55km ENE of Beatty, Nevada",0,earthquake,",geoserve,origin,phase-data,",-480.0,1538186672856,https://earthquake.usgs.gov/earthquakes/eventpage/nn00658665
,,1000h8cb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us1000h8cb&format=geojson,0.79,,117.0,",us1000h8cb,",1.4,ml,,us,,"53km NNW of Sussex, Canada",0.97,30,",us,",reviewed,1538110167030,"M 1.4 - 53km NNW of Sussex, Canada",0,earthquake,",geoserve,origin,phase-data,",-240.0,1538888354040,https://earthquake.usgs.gov/earthquakes/eventpage/us1000h8cb
,,2018271001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2018271001&format=geojson,0.8399,,311.0,",pr2018271001,",2.96,md,,pr,5.0,"56km N of Isabela, Puerto Rico",0.23,135,",pr,",reviewed,1538110046610,"M 3.0 - 56km N of Isabela, Puerto Rico",0,earthquake,",geoserve,origin,phase-data,",-240.0,1538124220419,https://earthquake.usgs.gov/earthquakes/eventpage/pr2018271001
,,20266022,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20266022&format=geojson,,,,",ak20266022,",1.8,ml,,ak,,"89km NNW of Arctic Village, Alaska",0.72,50,",ak,",reviewed,1538109875268,"M 1.8 - 89km NNW of Arctic Village, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539042752887,https://earthquake.usgs.gov/earthquakes/eventpage/ak20266022
,,20266019,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20266019&format=geojson,,,,",ak20266019,",1.6,ml,,ak,,"60km SE of Cantwell, Alaska",0.89,39,",ak,",reviewed,1538109617311,"M 1.6 - 60km SE of Cantwell, Alaska",0,earthquake,",geoserve,origin,phase-data,",-540.0,1539039029623,https://earthquake.usgs.gov/earthquakes/eventpage/ak20266019
,,73090816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73090816&format=geojson,0.02587,,142.0,",nc73090816,",0.4,md,,nc,13.0,"12km ESE of Mammoth Lakes, CA",0.02,2,",nc,",reviewed,1538108894040,"M 0.4 - 12km ESE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538158263590,https://earthquake.usgs.gov/earthquakes/eventpage/nc73090816
,,61788301,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61788301&format=geojson,0.04669,,308.0,",av61788301,",0.74,ml,,av,5.0,"39km W of Tanaga Volcano, Alaska",0.22,8,",av,",reviewed,1538108476790,"M 0.7 - 39km W of Tanaga Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538176863000,https://earthquake.usgs.gov/earthquakes/eventpage/av61788301
,,37372498,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372498&format=geojson,0.01817,,35.0,",ci37372498,",0.81,ml,,ci,31.0,"9km NE of Aguanga, CA",0.16,10,",ci,",reviewed,1538108432700,"M 0.8 - 9km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538140786320,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372498
,,20266018,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20266018&format=geojson,,,,",ak20266018,",1.7,ml,,ak,,"34km SSW of Tanaga Volcano, Alaska",0.64,44,",ak,",reviewed,1538107994841,"M 1.7 - 34km SSW of Tanaga Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539039029109,https://earthquake.usgs.gov/earthquakes/eventpage/ak20266018
,,73090791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc73090791&format=geojson,0.03012,,143.0,",nc73090791,",0.57,md,,nc,20.0,"11km ESE of Mammoth Lakes, CA",0.05,5,",nc,",reviewed,1538107027870,"M 0.6 - 11km ESE of Mammoth Lakes, CA",0,earthquake,",geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538156643436,https://earthquake.usgs.gov/earthquakes/eventpage/nc73090791
,,80311564,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=mb80311564&format=geojson,0.221,,124.0,",mb80311564,",1.25,ml,,mb,11.0,"34km W of Lima, Montana",0.19,24,",mb,",reviewed,1538106236080,"M 1.3 - 34km W of Lima, Montana",0,earthquake,",geoserve,origin,phase-data,",-420.0,1538146541570,https://earthquake.usgs.gov/earthquakes/eventpage/mb80311564
,,20266017,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak20266017&format=geojson,,,,",ak20266017,",1.9,ml,,ak,,"29km SW of Tanaga Volcano, Alaska",0.54,56,",ak,",reviewed,1538105883312,"M 1.9 - 29km SW of Tanaga Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1539039028584,https://earthquake.usgs.gov/earthquakes/eventpage/ak20266017
,,37372490,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372490&format=geojson,0.02588,,45.0,",ci37372490,",0.62,ml,,ci,34.0,"9km NE of Aguanga, CA",0.15,6,",ci,",reviewed,1538105868550,"M 0.6 - 9km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538148231580,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372490
,,61788266,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av61788266&format=geojson,0.09509,,335.0,",av61788266,",1.29,ml,,av,5.0,"41km WSW of Tanaga Volcano, Alaska",0.17,26,",av,",reviewed,1538105518460,"M 1.3 - 41km WSW of Tanaga Volcano, Alaska",0,earthquake,",geoserve,origin,phase-data,",-600.0,1538176876970,https://earthquake.usgs.gov/earthquakes/eventpage/av61788266
,,37372482,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372482&format=geojson,0.005392,,32.0,",ci37372482,",0.92,ml,,ci,34.0,"10km NE of Aguanga, CA",0.13,13,",ci,",reviewed,1538105447170,"M 0.9 - 10km NE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538140837950,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372482
,,37372474,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci37372474&format=geojson,0.03221,,39.0,",ci37372474,",0.55,ml,,ci,24.0,"8km ENE of Aguanga, CA",0.15,5,",ci,",reviewed,1538105359260,"M 0.6 - 8km ENE of Aguanga, CA",0,earthquake,",focal-mechanism,geoserve,nearby-cities,origin,phase-data,scitech-link,",-480.0,1538140835200,https://earthquake.usgs.gov/earthquakes/eventpage/ci37372474
